topicName,topicID,focusValue,parentName,parentID
细细的红线（The Thin Red Line）,19745506,218,战争电影,19567548
细细的红线（The Thin Red Line）,19745506,218,美国电影,19592882
拯救大兵瑞恩（电影）,19870207,1020,战争电影,19567548
拯救大兵瑞恩（电影）,19870207,1020,美国电影,19592882
兄弟连（美剧）,19859485,2257,战争电影,19567548
寿司之神,19887458,729,纪录片,19550706
人间世（纪录片）,20058817,1080,纪录片,19550706
搭车去柏林,19645865,58,纪录片,19550706
客从何处来,20002171,213,纪录片,19550706
客从何处来,20002171,213,中国中央电视台 (CCTV),19566155
纪录片制作,19821816,813,纪录片,19550706
BBC 纪录片,19656133,15090,纪录片,19550706
BBC 纪录片,19656133,15090,英国广播公司（BBC）,19550711
海洋（纪录片）,19640135,172,纪录片,19550706
NHK 纪录片,19855231,1599,纪录片,19550706
NHK 纪录片,19855231,1599,NHK,19558331
印度的女儿（纪录片）,20015379,327,纪录片,19550706
我们诞生在中国,20057670,329,陆川（导演）,19583308
我们诞生在中国,20057670,329,纪录片,19550706
我们诞生在中国,20057670,329,中国电影,19588633
CCTV 9,19670818,277,纪录片,19550706
CCTV 9,19670818,277,中国中央电视台 (CCTV),19566155
海豚湾（纪录片）,19873954,555,纪录片,19550706
海豚湾（纪录片）,19873954,555,美国电影,19592882
明见万里（纪录片）,20015362,86,纪录片,19550706
地球公民（纪录片）,20031166,45,纪录片,19550706
纪录片导演,19732828,327,纪录片,19550706
日本纪录片,20016192,189,纪录片,19550706
纪录片《第三极》,20006727,682,纪录片,19550706
教父（电影）,19669116,23295,黑帮片,19615834
教父（电影）,19669116,23295,美国电影,19592882
末日崩塌（电影）,20018899,65,灾难片,19615839
末日崩塌（电影）,20018899,65,美国电影,19592882
萨利机长（电影）,20068752,452,剧情电影,19561991
萨利机长（电影）,20068752,452,灾难片,19615839
萨利机长（电影）,20068752,452,传记片,19675704
被解放的姜戈（Django Unchained）,19766647,1348,西部片,19553629
被解放的姜戈（Django Unchained）,19766647,1348,美国电影,19592882
大地惊雷（True Grit）,19761222,124,西部片,19553629
大地惊雷（True Grit）,19761222,124,美国电影,19592882
大地惊雷（True Grit）,19761222,124,科恩兄弟 (Coen Bros),19611977
《野草莓（Smultronst?llet）》,19744600,275,剧情电影,19561991
泰坦尼克号（电影）,19661034,2768,剧情电影,19561991
泰坦尼克号（电影）,19661034,2768,爱情电影,19659871
泰坦尼克号（电影）,19661034,2768,好莱坞电影,19601337
泰坦尼克号（电影）,19661034,2768,美国电影,19592882
爱在日落黄昏时,19855302,859,2004 年电影,19855384
爱在日落黄昏时,19855302,859,爱情电影,19659871
爱在日落黄昏时,19855302,859,美国电影,19592882
爱在午夜降临前,19855304,735,爱情电影,19659871
爱在午夜降临前,19855304,735,美国电影,19592882
爱在午夜降临前,19855304,735,2013 年电影,19843113
情书（电影）,19664350,3102,爱情电影,19659871
情书（电影）,19664350,3102,日本电影,19568754
情书（电影）,19664350,3102,岩井俊二,19697875
爱在黎明破晓前,19649681,1468,爱情电影,19659871
爱在黎明破晓前,19649681,1468,美国电影,19592882
日落大道（1950 年电影）,19923072,63,爱情电影,19659871
日落大道（1950 年电影）,19923072,63,美国电影,19592882
红河谷,20012429,20,爱情电影,19659871
五十度灰（电影）,20014888,2021,爱情电影,19659871
五十度灰（电影）,20014888,2021,美国电影,19592882
one day,20012442,357,爱情电影,19659871
大片模式,19568783,16,大片,19671460
反转人生（电影）,20085200,61,中国电影,19588633
反转人生（电影）,20085200,61,喜剧电影,19750772
The Little Death,20016083,18,喜剧电影,19750772
王牌特工：特工学院,20015913,1290,美国电影,19592882
王牌特工：特工学院,20015913,1290,喜剧电影,19750772
澳门风云3,20039047,146,王晶,19841228
澳门风云3,20039047,146,中国电影,19588633
澳门风云3,20039047,146,喜剧电影,19750772
疯狂动物城,20042379,14797,美国动画电影,20054631
疯狂动物城,20042379,14797,迪士尼（Disney）,19556804
疯狂动物城,20042379,14797,喜剧电影,19750772
夏洛特烦恼（电影）,20026815,6419,中国电影,19588633
夏洛特烦恼（电影）,20026815,6419,喜剧电影,19750772
歌曲改变人生（电影）,20019552,1019,音乐电影,19825881
歌曲改变人生（电影）,20019552,1019,美国电影,19592882
武侠（陈可辛执导电影）,19628517,621,武侠,19562246
武侠（陈可辛执导电影）,19628517,621,武侠电影,19589625
武侠（陈可辛执导电影）,19628517,621,中国电影,19588633
武侠（陈可辛执导电影）,19628517,621,陈可辛,19622924
叶问3（电影）,20039056,286,武侠电影,19589625
叶问3（电影）,20039056,286,中国电影,19588633
叶问3（电影）,20039056,286,动作电影,19675013
武林外传,19619432,25467,武侠电影,19589625
武林外传,19619432,25467,情景喜剧,19556845
武林外传,19619432,25467,中国剧集,19566708
武林外传,19619432,25467,宁财神,19745615
行尸走肉（美剧）,19565472,25083,美剧,19551174
行尸走肉（美剧）,19565472,25083,丧尸电影,19736577
请叫我英雄（丧尸电影）,20066137,20,丧尸电影,19736577
丧尸国度,20009305,535,美剧,19551174
丧尸国度,20009305,535,丧尸电影,19736577
釜山行（电影）,20060423,9629,韩国电影,19637121
釜山行（电影）,20060423,9629,丧尸电影,19736577
硅谷传奇,19647611,103,传记片,19675704
硅谷传奇,19647611,103,美国电影,19592882
Jobs (2013 年电影),19794605,92,传记片,19675704
Jobs (2013 年电影),19794605,92,史蒂夫·乔布斯（Steve Jobs）,19550246
战狼（电影）,20016278,354,中国电影,19588633
战狼（电影）,20016278,354,动作电影,19675013
一代宗师（电影）,19802578,4383,动作电影,19675013
阿黛尔的生活（电影）,19949899,1360,同性电影,19922236
阿黛尔的生活（电影）,19949899,1360,法国电影,19579055
穆赫兰道,19610119,1018,惊悚电影,19574433
穆赫兰道,19610119,1018,劳拉·哈林（Laura Elena Harring）,20045270
穆赫兰道,19610119,1018,大卫·林奇 (David Lynch),19665271
穆赫兰道,19610119,1018,美国电影,19592882
异人,20029891,55,漫威（Marvel）,19647712
异人,20029891,55,超级英雄,19619820
雷神（漫威人物）,19588558,688,漫威（Marvel）,19647712
雷神（漫威人物）,19588558,688,超级英雄,19619820
奇异博士,20065181,4707,漫威（Marvel）,19647712
奇异博士,20065181,4707,超级英雄,19619820
夜魔侠,20025841,626,漫威（Marvel）,19647712
夜魔侠,20025841,626,超级英雄,19619820
超人,19564653,3983,超级英雄,19619820
超人,19564653,3983,正义联盟,19674322
蜘蛛侠,19675806,3093,漫威（Marvel）,19647712
蜘蛛侠,19675806,3093,超级英雄,19619820
美国队长,19675808,10504,漫威（Marvel）,19647712
美国队长,19675808,10504,超级英雄,19619820
绿巨人,19676468,798,漫威（Marvel）,19647712
绿巨人,19676468,798,超级英雄,19619820
蚁人（电影）,20027704,1409,漫威（Marvel）,19647712
蚁人（电影）,20027704,1409,超级英雄,19619820
黑寡妇,19746496,453,漫威（Marvel）,19647712
黑寡妇,19746496,453,超级英雄,19619820
守望者,19789986,2821,DC Comics,19668865
守望者,19789986,2821,超级英雄,19619820
守望者,19789986,2821,扎克·施奈德（Zack Snyder）,20045046
蝙蝠侠,19576074,17692,DC Comics,19668865
蝙蝠侠,19576074,17692,超级英雄,19619820
蝙蝠侠,19576074,17692,正义联盟,19674322
微电影,19599847,8647,短片（Short Film）,19560884
flash短片,19889409,117,短片（Short Film）,19560884
双峰 (Twin Peaks),20082629,224,美剧,19551174
双峰 (Twin Peaks),20082629,224,邪典电影 (Cult Film),19573979
双峰 (Twin Peaks),20082629,224,大卫·林奇 (David Lynch),19665271
默片,19679877,220,黑白电影,19614945
秋蝉（电视剧）,20085674,7,谍战片,19588622
秋蝉（电视剧）,20085674,7,中国剧集,19566708
改编,19599503,268,小说,19550447
改编,19599503,268,书籍改编电影,19664460
奥斯卡最佳配乐,19840736,675,最佳影片,19592745
奥斯卡最佳配乐,19840736,675,奥斯卡,19557786
第35届香港电影金像奖最佳电影,20050798,3,最佳影片,19592745
华语电影,19587000,53744,亚洲电影,19637048
日本电影,19568754,36293,亚洲电影,19637048
韩国电影,19637121,26249,亚洲电影,19637048
大西洋帝国(Broadwalk Empire),19889783,1776,美剧,19551174
大西洋帝国(Broadwalk Empire),19889783,1776,HBO,19574445
新闻编辑室（The Newsroom）,19723832,2654,美剧,19551174
新闻编辑室（The Newsroom）,19723832,2654,HBO,19574445
罗马（美剧）,20035514,154,美剧,19551174
罗马（美剧）,20035514,154,HBO,19574445
副总统（Veep）,20053442,201,白宫,19673586
副总统（Veep）,20053442,201,美剧,19551174
副总统（Veep）,20053442,201,HBO,19574445
硅谷（美剧）,20014668,3199,美剧,19551174
硅谷（美剧）,20014668,3199,HBO,19574445
The Night of（美剧）,20059778,627,美剧,19551174
The Night of（美剧）,20059778,627,HBO,19574445
权力的游戏（美剧）,19571876,191713,美剧,19551174
权力的游戏（美剧）,19571876,191713,HBO,19574445
Poppin,19635211,2427,街舞,19584083
玛莎·葛兰姆（Martha Graham）,19591304,18,舞蹈演员,19727201
阿根廷探戈,19724878,276,阿根廷舞蹈,19741317
吻戏,19837595,57,接吻,19566380
吻戏,19837595,57,拍戏,19573648
烟花,19734653,124,烟花爆竹,19672507
Dynamo,19670189,215,魔术师,19578610
克里斯·安吉尔,19843274,77,魔术师,19578610
刘谦,19674318,248,魔术师,19578610
王亦丰/Yif（魔术师）,19842322,148,魔术师,19578610
说唱歌手,19859843,430,说唱（Rap）,19585119
Dr. Dre,19931031,86,美国人,19561077
Dr. Dre,19931031,86,说唱（Rap）,19585119
Dr. Dre,19931031,86,说唱歌手,19859843
2Pac,19804511,233,说唱（Rap）,19585119
2Pac,19804511,233,说唱歌手,19859843
2Pac,19804511,233,Hip Hop（嘻哈音乐）,19586698
饶舌,19673383,390,说唱（Rap）,19585119
舞台灯光效果,19918461,112,舞台,19581584
舞台音响,19849112,139,舞台,19581584
舞台设备,19842362,31,舞台,19581584
舞台设计,19770170,506,舞台,19581584
舞台特效,19643347,109,舞台,19581584
Jay Chou Live,20024849,167,周杰伦（人物）,19579244
Jay Chou Live,20024849,167,演唱会,19551176
WOTA艺,20038791,321,演唱会,19551176
SNH48 剧场公演,20039327,634,SNH48,19843695
SNH48 剧场公演,20039327,634,演唱会,19551176
易经的奥秘（百家讲坛节目）,19592735,861,易经,19563371
易经的奥秘（百家讲坛节目）,19592735,861,百家讲坛（电视节目）,19598082
陆机,20028423,11,文人,19630235
陆机,20028423,11,魏晋时代,19573747
陆机,20028423,11,晋朝（两晋）,20016119
王羽佳,19551862,578,钢琴家,19552350
李云迪,19625426,771,钢琴家,19552350
格伦·古尔德（Glenn Gould）,19551865,782,钢琴家,19552350
傅聪,19761428,41,钢琴家,19552350
郎朗,19587381,2619,钢琴家,19552350
波哥莱里奇（Ivo Pogorelich）,20065315,28,钢琴家,19552350
马克西姆（Maksim Mrvica）,19655403,620,钢琴家,19552350
里赫特（Sviatoslav Richter）,19811118,47,钢琴家,19552350
齐默尔曼,20012571,63,钢琴家,19552350
吕思清,20085445,2,小提琴家,19660240
吕思清,20085445,2,青岛籍名人,20080586
美国小提琴家,19868667,70,小提琴家,19660240
德国小提琴家,19868675,90,小提琴家,19660240
奥地利小提琴家,19868677,104,小提琴家,19660240
比利时小提琴家,19868678,8,小提琴家,19660240
意大利小提琴家,19868680,94,小提琴家,19660240
中国小提琴家,19868682,74,小提琴家,19660240
日本小提琴家,19868685,86,小提琴家,19660240
威廉·富特文格勒,19658078,37,指挥家,19595274
D 大调卡农,19643249,598,巴洛克音乐,19609356
国乐,20054467,60,交响乐,19575098
维也纳新年音乐会,19600939,622,交响乐,19575098
诗词创作,19846254,916,诗歌创作,20015816
诗词创作,19846254,916,诗词,19565456
人物形象塑造,19892352,587,小说创作,19615372
雨果,19590794,329,法国作家,19854684
兰波,20029272,303,诗人,19567979
兰波,20029272,303,法国作家,19854684
纪德,19661152,90,法国作家,19854684
玛格丽特·杜拉斯（作家）,19661388,1998,法国作家,19854684
罗曼·罗兰,20026513,208,法国作家,19854684
巴尔扎克,19648015,220,法国作家,19854684
大仲马,19680327,198,法国作家,19854684
小仲马,20029269,20,法国作家,19854684
司汤达,19969088,50,法国作家,19854684
圣埃克苏佩里,20029142,58,法国作家,19854684
莫泊桑,20035652,213,法国作家,19854684
中国当代文学,19628293,13458,中国现当代文学,19915029
中国现代文学,19654729,2175,中国现当代文学,19915029
中国青年作家,20043931,127,中国当代文学作家,19946931
中国青年作家,20043931,127,中国作家,19598926
香港作家,19669496,305,中国作家,19598926
台湾作家,19782150,944,中国作家,19598926
台湾作家,19782150,944,台湾人,19573812
台湾作家,19782150,944,台湾文化,19658357
中国当代文学作家,19946931,3439,中国作家,19598926
中国当代文学作家,19946931,3439,中国当代文学,19628293
中国现代文学作家,19946767,2355,中国作家,19598926
中国现代文学作家,19946767,2355,中国现代文学,19654729
废都（小说）,19693085,659,贾平凹,19801004
废都（小说）,19693085,659,中国当代文学作品,20007186
白鹿原（小说）,19665455,11376,陈忠实,20035640
白鹿原（小说）,19665455,11376,中国当代文学作品,20007186
伊恩·麦克尤恩,19641643,273,英国作家,19611538
弗吉妮娅·伍尔芙（Virginia Woolf ）,19593668,633,英国作家,19611538
J·K·罗琳,19780235,1896,英国作家,19611538
王尔德,19594097,8593,英国作家,19611538
王尔德,19594097,8593,同性恋人物,20020582
托尔金,19652915,2163,幻想文学作品,19596094
托尔金,19652915,2163,英国作家,19611538
简·奥斯汀 （Jane Austen）,19615922,1268,英国作家,19611538
乔治·奥威尔（作家）,19600221,996,英国作家,19611538
哈姆雷特（文学作品）,19629467,560,威廉·莎士比亚,19642000
浪漫主义,19691228,625,文学流派,19685739
伤痕文学,19696119,376,中国当代文学,19628293
伤痕文学,19696119,376,文学流派,19685739
垮掉的一代,19668350,674,文学流派,19685739
通俗文学,19670287,811,文学流派,19685739
传记文学,19560900,812,文学流派,19685739
魔幻现实主义,19613298,635,文学流派,19685739
符号学,19573680,2384,文学鉴赏,19594518
诗歌赏析,19941420,2057,诗歌,19564001
诗歌赏析,19941420,2057,文学鉴赏,19594518
西方文学,19608696,11916,外国文学,19558049
外国小说,19604182,1463,小说,19550447
外国小说,19604182,1463,外国文学,19558049
翻译文学,20012509,833,外国文学,19558049
杜拉拉升职记,19823983,116,中国当代文学作品,20007186
活着（小说）,19760224,1782,余华（作家）,19583676
活着（小说）,19760224,1782,中国当代文学作品,20007186
长恨歌,20002167,168,中国当代文学作品,20007186
长恨歌,20002167,168,王安忆,20002169
黄金时代（小说）,19617130,2321,中国当代文学作品,20007186
黄金时代（小说）,19617130,2321,王小波,19574678
《洗澡》（小说）,20065105,54,小说,19550447
《洗澡》（小说）,20065105,54,杨绛,19612894
《洗澡》（小说）,20065105,54,中国当代文学作品,20007186
夹边沟记事,20002639,335,中国当代文学作品,20007186
三重门,19676846,99,韩寒,19563924
三重门,19676846,99,中国当代文学作品,20007186
穆斯林的葬礼（小说）,19824473,1048,中国当代文学作品,20007186
沉默的大多数,19704096,1018,中国当代文学作品,20007186
北京法源寺,20033112,59,李敖（作家）,19573531
北京法源寺,20033112,59,历史小说,19633346
北京法源寺,20033112,59,中国当代文学作品,20007186
围城（小说）,19574949,8031,中国现代文学作品,19946959
围城（小说）,19574949,8031,钱锺书（人物）,19574951
呼兰河传,20015670,169,中国现代文学作品,19946959
呼兰河传,20015670,169,萧红（作家）,19637773
阿 Q 正传（小说）,19678478,198,小说,19550447
阿 Q 正传（小说）,19678478,198,鲁迅作品,19885502
阿 Q 正传（小说）,19678478,198,中国现代文学作品,19946959
英文诗歌,19674904,3611,诗歌,19564001
英文诗歌,19674904,3611,西方诗歌,20008805
诗歌欣赏,19567393,11844,鉴赏,19569548
诗歌欣赏,19567393,11844,诗歌,19564001
诗歌欣赏,19567393,11844,诗歌赏析,19941420
诗句,19603730,6989,诗歌,19564001
诗人,19567979,3711,诗歌,19564001
当代诗歌,19760074,599,诗歌,19564001
诗歌朗诵,19644549,1002,朗诵,19795289
诗歌朗诵,19644549,1002,诗歌,19564001
新诗,19834448,1025,现代诗,19681298
新诗,19834448,1025,诗歌,19564001
现代诗,19681298,17605,诗歌,19564001
西方诗歌,20008805,737,诗歌,19564001
诗歌批评,20011539,157,诗歌,19564001
诗歌批评,20011539,157,诗歌赏析,19941420
伊索寓言,20008407,49,寓言,19605094
史丹利的寓言,20014056,364,寓言,19605094
演义小说,19616336,179,小说,19550447
演义小说,19616336,179,历史小说,19633346
演义小说,19616336,179,中国古典小说,19562886
演义小说,19616336,179,白话小说,20019001
青春小说,19577731,1225,小说,19550447
流行小说,19562536,394,小说,19550447
流行小说,19562536,394,通俗文学,19670287
微小说,19675370,4473,小说,19550447
现代小说,19700030,330,小说,19550447
小说类型,20028023,125,小说,19550447
将夜,19799767,394,玄幻小说,19642387
将夜,19799767,394,小说,19550447
将夜,19799767,394,猫腻,19799770
哈利·波特,19572556,68475,幻想文学作品,19596094
哈利·波特,19572556,68475,小说,19550447
哈利·波特,19572556,68475,J·K·罗琳,19780235
蛮荒三部曲,20084818,2,玄幻小说,19642387
蛮荒三部曲,20084818,2,小说,19550447
蛮荒三部曲,20084818,2,树下野狐,20059497
小说阅读,19824417,912,小说,19550447
中篇小说,19964228,244,小说,19550447
幻城,20043474,147,玄幻小说,19642387
幻城,20043474,147,小说,19550447
幻城,20043474,147,中国剧集,19566708
幻城,20043474,147,郭敬明（人物）,19569621
类型小说,19684457,1862,小说,19550447
英雄志,19580364,4897,小说,19550447
英雄志,19580364,4897,武侠小说,19562251
小说情节,20012367,487,小说,19550447
小说情节,20012367,487,情节,19604988
散文诗,19687338,374,散文,19620000
我的阿勒泰（书籍）,20060551,5,散文,19620000
我的阿勒泰（书籍）,20060551,5,李娟（作家）,19867402
杂文,19637591,630,散文,19620000
散文集,19918640,293,散文,19620000
松尾芭蕉,19660906,185,俳句,19618720
松尾芭蕉,19660906,185,诗人,19567979
比尔·西蒙斯（Bill Simmons）,20043361,9,美国作家,19946773
比尔·西蒙斯（Bill Simmons）,20043361,9,NBA 解说,19654088
爱伦·坡（Edgar Allen Poe）,19614786,471,美国作家,19946773
托马斯·潘恩,19842519,35,美国作家,19946773
Jack Kerouac,20030146,9,美国作家,19946773
Jack Kerouac,20030146,9,垮掉的一代,19668350
斯科特·菲茨杰拉德（F. Scott Fitzgerald）,19727939,857,美国作家,19946773
马克·吐温（Mark Twain）,19629915,22,美国作家,19946773
Neil Gaiman,19793660,90,美国作家,19946773
安·兰德（Ayn Rand）,19684311,891,美国作家,19946773
彼得·海斯勒（Peter Hessler）,19811574,313,美国作家,19946773
迈克尔·刘易斯（Michael Lewis）,20008607,309,美国作家,19946773
迈克尔·刘易斯（Michael Lewis）,20008607,309,债券承销,19940645
菲利普·罗斯,20026881,7,美国作家,19946773
埃德蒙·威尔逊,19875885,64,美国作家,19946773
苏珊·桑塔格,19613568,185,美国作家,19946773
纳博科夫（Vladimir Nabokov）,19614934,636,美国作家,19946773
马克·吐温,19802601,184,美国作家,19946773
麦田里的守望者（小说）,19617657,1320,美国小说,19732899
麦田里的守望者（小说）,19617657,1320,杰罗姆·大卫·塞林格（Jerome David Salinger）,19630910
追风筝的人,19664413,3605,美国小说,19732899
飘（小说）,20035687,1845,美国小说,19732899
白鲸（小说）,19685884,68,美国小说,19732899
阿特拉斯耸耸肩,20028471,167,安·兰德（Ayn Rand）,19684311
阿特拉斯耸耸肩,20028471,167,美国小说,19732899
饥饿游戏（书籍）,19941750,193,美国小说,19732899
老人与海（书籍）,19678951,381,美国小说,19732899
老人与海（书籍）,19678951,381,欧内斯特·海明威（Ernest Hemingway）,19555584
禅与摩托车维修艺术（书籍）,19753007,950,美国小说,19732899
达芬奇密码（小说）,19679970,798,丹·布朗,19680975
达芬奇密码（小说）,19679970,798,美国小说,19732899
《国王的人马》（美国作家罗伯特-佩恩-沃伦所著的小说）,20059354,6,美国小说,19732899
暮光之城（小说）,20016756,146,暮光之城（电影）,19674114
暮光之城（小说）,20016756,146,美国小说,19732899
皮皮鲁,19587183,52,童话大王,19587184
堂吉诃德（小说）,19685023,506,塞万提斯,20040118
堂吉诃德（小说）,19685023,506,西班牙文学,19999497
塞万提斯,20040118,49,西班牙文学,19999497
塞万提斯,20040118,49,西班牙语作家,20052518
西方文学理论,19799804,514,文学理论,19611352
传统戏曲,19785517,385,俗文学,20059132
传统戏曲,19785517,385,戏曲,19614052
章回小说,20035891,12,俗文学,20059132
戏曲,19614052,6369,中国艺术,19580196
戏曲,19614052,6369,俗文学,20059132
戏曲,19614052,6369,中国传统文化,19614579
白话小说,20019001,1164,中国古典小说,19562886
明清小说,19918990,611,中国古典小说,19562886
词（文学）,19653812,1597,诗词,19565456
诗经,19604046,16449,古诗词,19589437
诗经,19604046,16449,诗词,19565456
诗经,19604046,16449,先秦文化,19904056
古诗,19584849,17256,诗词,19565456
古诗词,19589437,31481,诗词,19565456
诗词歌赋,19777065,1837,诗词,19565456
词人,19676458,331,宋词,19578795
词人,19676458,331,诗词,19565456
格律,19639173,303,诗词,19565456
楚辞,19840308,2222,古诗词,19589437
楚辞,19840308,2222,诗词,19565456
旧体诗,20008814,744,诗词,19565456
诗词理论,20008817,490,诗词,19565456
近体诗,19998369,287,诗词,19565456
宋词,19578795,19863,唐诗宋词,19779656
宋词,19578795,19863,古诗词,19589437
宋词,19578795,19863,诗词,19565456
唐诗宋词,19779656,4551,古诗词,19589437
唐诗宋词,19779656,4551,诗词,19565456
唐诗,19567462,12690,唐诗宋词,19779656
唐诗,19567462,12690,古诗词,19589437
唐诗,19567462,12690,诗词,19565456
英语作文,19833638,4141,英语学习,19558435
英语作文,19833638,4141,英文写作,19553530
英语作文,19833638,4141,作文,19819652
火凤燎原,19696935,2627,香港漫画,19744881
从前有座灵剑山,20031775,571,网络小说,19555879
从前有座灵剑山,20031775,571,腾讯漫画,20040562
银之守墓人,20057783,30,腾讯漫画,20040562
爆豪胜己,20051480,None,我的英雄学院,20048990
绿谷出久,20051473,2,我的英雄学院,20048990
四月是你的谎言（电影）,20078841,4,四月是你的谎言,20015589
御坂美琴（炮姐）,19830317,992,某科学的超电磁炮,19830315
时崎狂三,20070379,86,约会大作战,20015633
龙珠超,20039774,1740,龙珠,20004101
龙珠GT,20004086,444,龙珠,20004101
龙珠改,20004093,183,龙珠,20004101
超级赛亚人,20029199,51,龙珠,20004101
龙珠Z,19555170,4090,龙珠,20004101
头文字D（电影）,20024858,295,头文字 D,19837499
头文字D（电影）,20024858,295,中国电影,19588633
头文字D（电影）,20024858,295,周杰伦（人物）,19579244
流川枫,19967251,478,灌篮高手,19555129
名朋工业,20019590,5,灌篮高手,19555129
樱木花道,19560949,859,灌篮高手,19555129
火影忍者疾风传,19680979,4280,火影忍者,19555130
宇智波佐助,20044317,132,火影忍者疾风传,19680979
宇智波佐助,20044317,132,火影忍者,19555130
博人传,20078828,527,火影忍者,19555130
圣斗士星矢Ω,20036517,35,圣斗士星矢,19555175
冥王神话（Next Dimension）,20036425,51,圣斗士星矢,19555175
圣斗士星矢：黄金魂,20036430,73,圣斗士星矢,19555175
圣衣,20037239,12,圣斗士星矢,19555175
冥王神话（The Lost Canvas）,20029490,255,圣斗士星矢,19555175
圣斗士星矢：圣域传说,20036516,45,圣斗士星矢,19555175
圣斗士星矢：圣域传说,20036516,45,日本动画电影,19906753
名侦探柯南（剧场版）,20024159,1159,名侦探柯南,19555176
工藤新一,19900212,586,名侦探柯南,19555176
野原新之助,19964985,48,蜡笔小新,19555179
路飞,20028619,616,海贼王（ONE PIECE）,19551395
索隆,20028623,909,海贼王（ONE PIECE）,19551395
镰池和马,20022053,66,魔法禁书目录,19895335
坂田银时,20037954,202,银魂,19576836
蕾姆,20082389,54,Re:从零开始的异世界生活（漫画）,20061620
蕾姆,20082389,54,Re:从零开始的异世界生活（小说）,20048268
蕾姆,20082389,54,Re:从零开始的异世界生活（动画）,20061628
如何评价《猎人》第X话,20047011,179,《猎人》,19659568
Evangelion,19593128,1440,新世纪福音战士（EVA）,19593131
绫波丽,19551132,446,新世纪福音战士（EVA）,19593131
葛城美里,20030962,55,新世纪福音战士（EVA）,19593131
惣流·明日香·兰格雷,20030966,467,新世纪福音战士（EVA）,19593131
EVA 新剧场版,19905082,4171,新世纪福音战士（EVA）,19593131
游戏王Vrains,20081570,210,游戏王,19675058
游戏王Vrains,20081570,210,KONAMI,19793700
小埋,20023016,182,干物妹小埋,20023022
艺术中心设计学院（ACCD）,19687664,1271,美国大学,19559066
艺术中心设计学院（ACCD）,19687664,1271,艺术学院,19637017
艺术中心设计学院（ACCD）,19687664,1271,大学,19556353
皇家艺术学院 (Royal College of Art),20018101,469,艺术学院,19637017
皇家艺术学院 (Royal College of Art),20018101,469,英国大学,20001981
皇家艺术学院 (Royal College of Art),20018101,469,名牌大学,19690968
艺考,19773358,12273,艺术学院,19637017
四川美术学院,19739614,670,美术学院,19632097
四川美术学院,19739614,670,八大美院,20014355
列宾美术学院,19647012,180,美术学院,19632097
八大美院,20014355,667,美术学院,19632097
湖北美术学院,20073530,148,武汉,19570564
湖北美术学院,20073530,148,美术学院,19632097
湖北美术学院,20073530,148,八大美院,20014355
中国美术学院,19692570,3268,美术学院,19632097
中国美术学院,19692570,3268,八大美院,20014355
广州美术学院,19693360,876,广州大学城,19608544
广州美术学院,19693360,876,广东高校,19609331
广州美术学院,19693360,876,美术学院,19632097
广州美术学院,19693360,876,八大美院,20014355
清华大学美术学院,19689020,1685,清华大学,19563245
清华大学美术学院,19689020,1685,美术学院,19632097
中央美术学院,19725618,3042,美术学院,19632097
中央美术学院,19725618,3042,中华人民共和国教育部直属高等学校,20005464
中央美术学院,19725618,3042,北京高校,19673503
中央美术学院,19725618,3042,八大美院,20014355
天津美术学院,19749263,344,美术学院,19632097
天津美术学院,19749263,344,八大美院,20014355
宇宙美术学院,19806643,63,美术学院,19632097
西安美术学院,19791897,326,美术学院,19632097
西安美术学院,19791897,326,八大美院,20014355
建筑光学设计,19832827,2448,环境设计,19832791
建筑景观设计,19832834,21673,环境设计,19832791
配色方案,19576261,755,配色,19589834
网站配色,19628063,150,配色,19589834
Neo4j,19672349,280,数据库,19552067
Neo4j,19672349,280,信息图 (Infographic),19575721
Form（交互原型工具）,20015172,122,交互设计技术,19799345
可用性,19565079,99,可用性测试,19572146
A/B 测试,19588692,695,可用性测试,19572146
Web 信息架构,19551333,384,信息架构,19559060
深泽直人,19588706,1850,日本设计师,19928229
安藤忠雄,19605822,2389,日本设计师,19928229
安藤忠雄,19605822,2389,日本建筑师,19559261
山本耀司（Yohji Yamamoto）,20005452,2002,日本设计师,19928229
川久保玲,19550981,942,日本设计师,19928229
原研哉,19586817,6031,日本设计师,19928229
原研哉,19586817,6031,日本人,19562812
田中一光,19637009,331,日本设计师,19928229
田中一光,19637009,331,日本人,19562812
三宅一生,19614089,1973,日本设计师,19928229
厉向晨,19857108,32,中国设计师,19641883
美术设计,19603293,14440,艺术设计,19616948
花艺设计,19832847,4618,艺术设计,19616948
花艺设计,19832847,4618,鲜花花艺,19929131
Christopher Bailey,19896446,90,同性恋人物,20020582
Christopher Bailey,19896446,90,时尚设计,19581623
时装设计,19800881,44489,时尚设计,19581623
珠宝设计,19652760,15765,时尚设计,19581623
珠宝设计,19652760,15765,珠宝,19560392
珠宝设计,19652760,15765,珠宝行业,19678426
Timothy J. Raynolds,20005003,119,Low Poly,19824908
Metro App,19761575,37,Metro（设计语言）,19588293
Long Shadows,19863357,106,扁平化设计 (Flat Design),19804906
zeplin,20019056,53,设计工具,19635183
PSD,19626767,183,文件格式,19553580
PSD,19626767,183,Adobe Photoshop,19550573
Photoshop 插件,19797462,3933,插件,19561210
Photoshop 插件,19797462,3933,Adobe Photoshop,19550573
Photoshop 使用技巧,19797139,9037,X 使用技巧,19569388
Photoshop 使用技巧,19797139,9037,Adobe Photoshop,19550573
